Name,Common name,SMILE,Odor,target,Odor Class,ABCIndex,Acidic Group Count,Basic Group Count,Adjacency Matrix,Aromatic Atom Count,Aromatic Bond Count,Atom Count,Autocorrelation ATS,Autocorrelation ATSC,BalabanJ,Barysz Matrix ,BCUT,BertzCT,BondCount,CarbonTypes,Chi,ConstitutionalSum,ConstitutionalMean,DistanceMatrix,EccentricConnectivityIndex,AtomTypeEState,EtaCoreCount,EtaShapeIndex,EtaVEMCount,FragmentComplexity,Framework,HBondAcceptor,HBondDonor,InformationContent,VMcGowan,LabuteASA,MID,PathCount,APol,Bpol,RingCount,nRot,SLogP,JGT10,Diameter,TopoShapeIndex,TopoPSA,Vabc,VAdjMat,MWC01,MW,WPath,Zagreb1
"para-menthane-3,8-diol","para-menthane-3,8-diol",CC1CCC(C(C1)O)C(C)(C)O,"minty,herbal,eucalyptus",3,Minty,9.07876717,0,0,0.267251687,0,0,32,1974.898492,1047.515248,2.565300112,31.04451504,16.0031061,148.4077941,32,3,9.353371151,16.84787625,0.526496133,31.96799227,106,0,5.666666667,0.382352941,6.5,12.02,0.1875,2,2,1.198192411,152.64,74.60636641,23.00487925,12,31.63986,20.06414,1,1,1.5544,0.705522169,6,1,40.46,186.7403061,4.584962501,12,172.1463299,186,60
"(3,3,5-trimethylcyclohexyl) acetate",homomenthyl acetate,CC1CC(CC(C1)(C)C)OC(=O)C,"sweet, minty, spicy clove",3,Minty,9.8383948,0,0,0.249213825,0,0,33,2119.162613,1090.109588,2.476225214,34.84891992,16.01398671,196.2669598,33,4,10.06047793,17.84787625,0.540844735,38.77242249,125,0,6.166666667,0.378378378,8.75,13.02,0.181818182,2,0,1.211293825,162.43,80.65790835,25.01464869,13,33.30986,22.66814,1,1,2.7643,0.704609696,6,1,26.3,201.3998324,4.700439718,13,184.1463299,244,64
methyl 2-hydroxy-5-methylbenzoate,methyl 5-methyl salicylate,CC1=CC(=C(C=C1)O)C(=O)OC,"minty, fruity, cherry",3,Minty,8.732570544,0,0,0.264885407,6,6,22,2076.441732,821.2388695,2.480386804,24.76223308,16.01432099,304.6419995,22,1,9.137828202,13.85353633,0.629706197,33.08516122,110,0,5.5,0.303030303,15,12.03,0.272727273,3,1,1.436545552,127.22,70.59553054,23.23210951,12,24.10393,12.63607,1,1,1.48722,0.526857639,6,1,46.53,156.7887121,4.584962501,12,166.0629942,192,56
3-methyl-6-propan-2-ylidenecyclohex-2-en-1-one,piperitenone,CC1=CC(=O)C(=C(C)C)CC1,"sharp, minty, phenolic",3,Minty,8.134853563,0,0,0.281001203,0,0,25,1712.834107,810.1801534,2.43715926,23.11406012,16.01004971,239.598392,25,3,8.43072142,14.50759373,0.580303749,28.17941701,95,0,5.333333333,0.34375,9.25,11.01,0.24,1,0,1.182966195,133.87,67.80021494,21.23398969,11,26.837102,14.912898,1,0,2.632,0.580360871,6,1,17.07,170.0407023,4.459431619,11,150.1044651,150,52
"(1S,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol",isopulegol,CC1CCC(C(C1)O)C(=C)C,"minty,cooling, medicinal",3,Minty,8.134853563,0,0,0.281001203,0,0,29,1716.898363,896.4160179,2.43715926,26.71969294,16.00204098,150.9517669,29,2,8.43072142,15.59124934,0.537629288,28.17941701,95,0,5.333333333,0.34375,6.75,11.01,0.206896552,1,1,1.124259237,142.47,69.12252962,21.23398969,11,29.504274,18.057726,1,1,2.3596,0.580360871,6,1,20.23,175.3136202,4.459431619,11,154.1357652,150,52
"cis-(-)-carvone-5,6-oxide",cis carvone,CC(=C)C1CC2C(O2)(C(=O)C1)C,"sweet, caraway, mint",3,Minty,9.515816949,0,0,0.249298247,0,0,26,1968.802108,906.1448618,2.018410951,28.80275416,16.01030053,256.5641942,27,2,8.93072142,15.22239284,0.585476648,31.4678001,118,0,5.666666667,0.323529412,9.75,37.02,0.269230769,2,0,1.295737801,133.18,72.59753205,23.50939021,13,27.639102,16.648898,2,1,1.6991,0.717103893,6,1,29.6,169.1109293,4.700439718,13,166.0993797,183,68
benzyl disulfide,benzyl disulfide,C1=CC=C(C=C1)CSSCC2=CC=CC=C2,"smoky, burnt, earthy",4,Smoky,12.02081528,0,0,0.244697836,12,12,30,4089.60979,2066.074423,1.471108349,43.00209993,32.16050763,356.0952226,31,2,11.05419547,20.16690413,0.672230138,69.85218181,296,0,8.666666667,0,20.5,49.02,0.533333333,2,0,1.286692668,193.3,104.8645637,32.58894968,17,38.515102,16.504898,2,5,4.7682,0.189618703,11,0.833333333,0,225.3866294,5.087462841,17,246.0536924,544,74
2-(ethoxymethyl)phenol,ethoxy ortho cresol,CCOCC1=CC=CC=C1O,"sweet, smokey, vanilla",4,Smoky,7.847124278,0,0,0.272015016,6,6,23,1822.505859,815.4315438,2.182910677,24.29424394,16.00449925,220.5576473,23,3,8.104448007,13.68056503,0.594807175,31.33278616,118,0,5.166666667,0.161290323,12.75,11.02,0.260869565,2,1,1.325784781,125.65,66.43400844,21.56056573,11,24.635516,13.774484,1,3,1.9287,0.37346354,7,0.75,29.46,150.6349441,4.459431619,11,152.0837296,166,48
"2,4-dimethylpyridine","2,4,lutidine",CC1=CC(=NC=C1)C,"smoky, phenolic",4,Smoky,5.875633849,0,0,0.342091847,6,6,17,1215.189472,539.7536875,2.230637658,11.39636286,14.02950231,164.2466295,17,2,5.983127663,10.19618868,0.599775805,15.57069378,54,0,3.9,0.256410256,10.5,8.01,0.352941176,1,0,1.253297578,95.71,49.38093533,15.53295821,8,18.791137,10.168863,1,0,1.69844,0.462169312,4,0.333333333,12.89,109.4592803,4,8,107.0734993,61,36
Dichloroxylenol,"2,4 xylenol",CC1=CC(=C(C(=C1Cl)C)Cl)O,"weak, smoky, roasted",4,Smoky,8.163363134,0,0,0.281135751,6,6,19,3931.614481,2010.536344,2.625358332,17.99538374,35.45152658,268.3837992,19,2,8.593858127,13.0638221,0.687569584,26.17037909,89,0,5.761904762,0.479338843,13.75,11.03,0.315789474,1,1,1.616348566,130.17,75.56205355,21.06316894,11,23.856344,9.045656,1,0,3.31584,0.560975276,5,0.666666667,20.23,154.970868,4.459431619,11,189.9952202,140,54
3-Methyl-2-butene-1-thiol,prenyl mercaptan,CC(=CCS)C,"sulfurous, smoke, leek",4,Smoky,3.754313505,0,0,0.38546855,0,0,16,1759.324845,1106.586218,2.627214848,8.580123236,32.06060378,50.95878456,15,3,4.991563832,8.896193772,0.556012111,11.05878487,31,0,3.333333333,0.55,3.5,5.01,0,1,1,1.198192411,93.36,44.66448312,10.67917749,5,17.91793,12.49207,0,1,1.8824,0.472222222,4,1,0,110.9089506,3.321928095,5,102.0503213,32,20
"2,6-dimethoxyphenol",syringol,COC1=C(C(=CC=C1)OC)O,"smoky, phenolic, balsamic",4,Smoky,7.806684164,0,0,0.277073972,6,6,21,1932.177611,800.4229812,2.446430623,20.0256993,16.00632269,222.8425284,21,0,8.267584714,12.85353633,0.612073159,28.24181639,97,0,5,0.266666667,14.25,11.03,0.285714286,3,1,1.441166544,117.43,65.18261156,21.41652441,11,22.43393,13.50407,1,2,1.4094,0.449901515,6,1,38.69,142.1291858,4.459431619,11,154.0629942,150,50
Ethyl 4-hydroxy-3-methoxybenzoate,ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,"phenolic, burnt, smoky",4,Smoky,10.03739431,0,0,0.238527899,6,6,26,2478.705982,998.1204126,2.409286837,35.07095934,16.0144502,332.8939251,26,2,10.55204176,16.11016324,0.619621663,46.68591734,168,0,6.333333333,0.263157895,17,14.04,0.230769231,4,1,1.460484681,147.18,82.07401789,27.25400522,14,27.909516,16.378484,1,3,1.5775,0.501058427,8,1,55.76,182.8749243,4.807354922,14,196.0735589,314,64
"2,3-dimethyl-1-benzofuran","2,3 dimethylbenzofuran",CC1=C(OC2=CC=CC=C12)C,"phenolic, smoky, tobacco",4,Smoky,8.58274063,0,0,0.282608914,9,10,21,1708.769851,691.092531,2.054166477,17.98851756,16.01029743,384.6721493,22,2,7.844934983,13.42393812,0.639235149,25.74125419,96,0,5.333333333,0.1875,14.5,34.01,0.428571429,1,0,1.22857638,118.71,65.63728114,22.29597862,12,24.16993,11.76807,2,0,3.04964,0.427081972,5,0.666666667,13.14,133.2477845,4.584962501,12,146.0731649,138,58
2-Methoxyphenol,guaiacol,COC1=CC=CC=C1O,"phenolic,smoky,spicy",4,Smoky,6.432910716,0,0,0.314779283,6,6,17,1529.913361,623.4138715,2.297255884,13.80377294,16.00502153,195.8625685,17,0,6.690234444,10.59690942,0.623347613,19.67321585,67,0,4.166666667,0.2,12.25,9.02,0.352941176,2,1,1.402081403,97.47,53.70412422,17.54892744,9,18.628344,9.761656,1,1,1.4008,0.432621212,5,0.666666667,29.46,116.0429736,4.169925001,9,124.0524295,86,40
d-xylose,d-xylose,C1C(C(C(C(O1)O)O)O)O,"smoky,woody,sweet",4,Smoky,7.387306667,0,0,0.29751253,0,0,20,2011.32125,884.370405,2.515835979,19.28998478,16.00860265,102.6059378,20,2,7.723614639,11.28313454,0.564156727,22.38592246,76,0,4.166666667,0.32,6.5,10.05,0.3,5,4,1.5,99.8,57.48366857,19.22532837,10,19.02793,11.76807,1,0,-2.5823,0.54276455,5,0.666666667,90.15,126.6310609,4.321928095,10,150.0528234,109,48
